file,workflow,role,monthly_hours_low,monthly_hours_high,effort_steps,automated_steps,cadence_only_steps,qualitative_steps,elapsed_days_low,elapsed_days_high,per_unit_rates,live_or_dormant,dormant_capabilities
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.1-housing-strategy-portfolio-and-policy-framework.md,W4319,Housing Ops,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.1-housing-strategy-portfolio-and-policy-framework.md,W4319,Legal,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.1-housing-strategy-portfolio-and-policy-framework.md,W4320,EA,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.1-housing-strategy-portfolio-and-policy-framework.md,W4320,HR-Tech,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.1-housing-strategy-portfolio-and-policy-framework.md,W4320,Housing Ops,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.1-housing-strategy-portfolio-and-policy-framework.md,W4320,IT,0.00,0.00,0,0,2,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.1-housing-strategy-portfolio-and-policy-framework.md,W4320,Privacy,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4321,Housing Ops,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4321,Warden,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4322,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4322,HR,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4322,Housing Ops,0.00,0.00,0,0,2,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4323,Ethics,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4323,HR,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4323,Housing Ops,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4323,Labor Relations,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4323,Warden,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4324,Facilities,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4324,HSE,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4324,Housekeeping,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4324,Housing Ops,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4324,Vendor,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4325,Housing Ops,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4325,LP,0.00,0.00,0,0,1,2,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4325,Security,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4326,Facilities,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4326,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4326,Housing Ops,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4327,BCP,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4327,HSE,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4327,Housing Ops,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4327,Insurance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4327,Occupational Health,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4328,EX,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4328,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4328,HR,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4328,Housing Ops,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4328,People Analytics,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.2-dormitory-operations-occupancy-and-resident-welfare.md,W4328,Strategy,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4329,Facilities,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4329,HSE,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4329,Housing Ops,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4329,Resident,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4329,Vendor,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4330,Facilities,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4330,Finance,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4330,HSE,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4330,Housing Ops,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4330,Legal,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4330,Procurement,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4331,AP,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4331,Finance,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4331,Payroll,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4331,Revenue Assurance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4331,Shared Services,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4332,Asset,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4332,Facilities,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4332,Housing Ops,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4333,BCP,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4333,Facilities,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4333,Fire Vendor,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4333,HSE,0.00,0.00,0,0,2,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4333,Insurance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4334,Facilities,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4334,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4334,HR,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4334,Housing Ops,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4335,Compliance,0.00,0.00,0,0,2,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4335,Legal,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4335,Tax,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4336,Finance,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4336,HR,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4336,Housing Ops,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4336,Leadership,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4336,People Analytics,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4336,Strategy,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-144-employee-accommodation-dormitory-and-staff-housing/PA-144.3-housing-facility-maintenance-vendor-cost-and-analytics.md,W4336,Sustainability,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4337,Garden Buyer,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4337,Merch,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4337,Supply,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4338,Compliance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4338,Garden Buyer,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4338,Quality,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4338,Supply,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4338,Vendor Mgmt,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4339,DC,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4339,Garden Ops,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4339,Quality,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4340,Garden Ops,0.00,0.00,0,0,1,2,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4340,Quality,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4340,Staff,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4341,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4341,Garden Ops,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4341,Pricing,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4341,RA,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4342,Finance,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4342,Garden Buyer,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4342,Garden Ops,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4342,Legal,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4342,Vendor,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4342,Vendor Mgmt,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4343,Ecommerce,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4343,Garden,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4343,Garden Buyer,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4343,Marketing,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4343,Master Data,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4343,PIM,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4343,Store Ops,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4344,Garden Buyer,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4344,Garden Ops,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4344,Marketing,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4344,Store,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.1-live-goods-assortment-sourcing-and-nursery-operations.md,W4344,Supply,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4345,Garden Ops,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4345,Garden Staff,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4345,Store Ops,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4346,Garden Buyer,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4346,Garden Ops,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4346,Garden Staff,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4346,Store Ops,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4346,Visual Merch,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4347,Garden Ops,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4347,Garden Staff,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4347,HSE,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4347,Quality,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4347,Staff,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4348,CX,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4348,Garden Ops,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4348,Garden Staff,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4349,Garden Ops,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4349,Garden Staff,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4349,Marketing,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-145-garden-center-live-goods-and-plant-nursery/PA-145.2-in-store-garden-center-care-merchandising-and-sell-through.md,W4349,Store Ops,0.00,0.00,0,0,2,0,0.0,0.0,,live,
